schema:award,schema:countryOfOrigin,schema:sourceOrganization,schema:coursePrerequisites,schema:citation,schema:courseCode,schema:copyrightNotice,schema:discussionUrl,schema:license,schema:associatedMedia,schema:additionalType,schema:availableLanguage,schema:mainEntityOfPage,schema:accessibilitySummary,schema:educationalCredentialAwarded,schema:awards,schema:fileFormat,schema:totalHistoricalEnrollment,schema:acquireLicensePage,schema:name,schema:contentReferenceTime,schema:text,schema:financialAidEligible,dcterms:identifier,schema:position,schema:creator,schema:creditText,schema:teaches,schema:schemaVersion,schema:maintainer,schema:encoding,schema:isBasedOnUrl,schema:owner,schema:pattern,schema:video,schema:audio,schema:dateCreated,schema:publication,schema:translator,schema:learningResourceType,schema:sdPublisher,schema:offers,schema:material,schema:funder,schema:thumbnail,schema:contentLocation,schema:about,schema:contributor,schema:workTranslation,schema:comment,schema:headline,schema:spatial,schema:sdLicense,schema:copyrightYear,schema:numberOfCredits,schema:educationalLevel,schema:creativeWorkStatus,schema:sponsor,schema:author,schema:translationOfWork,schema:commentCount,schema:audience,schema:datePublished,schema:temporalCoverage,schema:mainEntity,schema:subjectOf,schema:materialExtent,schema:releasedEvent,schema:timeRequired,schema:inLanguage,schema:assesses,schema:temporal,schema:encodingFormat,schema:hasCourseInstance,schema:producer,schema:editEIDR,schema:character,schema:alternativeHeadline,schema:mentions,schema:syllabusSections,schema:publisher,schema:conditionsOfAccess,schema:educationalAlignment,schema:educationalUse,schema:interpretedAsClaim,schema:accessModeSufficient,schema:digitalSourceType,schema:version,schema:priceCurrency,schema:contentRating,schema:genre,schema:recordedAt,schema:url,schema:isBasedOn,schema:accessibilityAPI,schema:archivedAt,schema:publishingPrinciples,schema:interactionStatistic,schema:copyrightHolder,schema:thumbnailUrl,schema:hasPart,schema:reviews,schema:encodings,schema:typicalAgeRange,schema:image,schema:isFamilyFriendly,schema:description,schema:price,schema:isPartOf,schema:abstract,schema:keywords,schema:disambiguatingDescription,schema:workExample,schema:correction,schema:usageInfo,schema:expires,schema:displayLocation,schema:locationCreated,schema:accessibilityFeature,schema:provider,schema:accountablePerson,schema:sdDatePublished,schema:accessMode,schema:wordCount,schema:funding,schema:sameAs,schema:size,schema:exampleOfWork,schema:accessibilityHazard,schema:dateModified,schema:accessibilityControl,schema:interactivityType,schema:isAccessibleForFree,schema:potentialAction,schema:publisherImprint,schema:alternateName,schema:occupationalCredentialAwarded,schema:review,schema:editor,schema:aggregateRating,schema:offers_url,schema:spatialCoverage
,,,,,,,,,,,,,,,,,,,Linux Essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/linux-essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Managing Business Venture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/managing-business-venture,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Network Addressing And Basic Troubleshooting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/network-addressing-and-basic-troubleshooting,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Network Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/network-defense,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Network Support Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/network-support-security,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Networking Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/networking-basics,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Networking Devices And Initial Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/networking-devices-and-initial-configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Operating Systems Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/operating-systems-basics,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Python Essentials 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/python-essentials-1,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Python Essentials 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.netacad.com/courses/python-essentials-2,,,,,,,,,,,,,,,,,,,,,,,,,,,Netacad,,,,,,,,,,,,,,,,,,,,,,
