schema:award,schema:countryOfOrigin,schema:sourceOrganization,schema:coursePrerequisites,schema:citation,schema:courseCode,schema:copyrightNotice,schema:discussionUrl,schema:license,schema:associatedMedia,schema:additionalType,schema:availableLanguage,schema:mainEntityOfPage,schema:accessibilitySummary,schema:educationalCredentialAwarded,schema:awards,schema:fileFormat,schema:totalHistoricalEnrollment,schema:acquireLicensePage,schema:name,schema:contentReferenceTime,schema:text,schema:financialAidEligible,dcterms:identifier,schema:position,schema:creator,schema:creditText,schema:teaches,schema:schemaVersion,schema:maintainer,schema:encoding,schema:isBasedOnUrl,schema:owner,schema:pattern,schema:video,schema:audio,schema:dateCreated,schema:publication,schema:translator,schema:learningResourceType,schema:sdPublisher,schema:offers,schema:material,schema:funder,schema:thumbnail,schema:contentLocation,schema:about,schema:contributor,schema:workTranslation,schema:comment,schema:headline,schema:spatial,schema:sdLicense,schema:copyrightYear,schema:numberOfCredits,schema:educationalLevel,schema:creativeWorkStatus,schema:sponsor,schema:author,schema:translationOfWork,schema:commentCount,schema:audience,schema:datePublished,schema:temporalCoverage,schema:mainEntity,schema:subjectOf,schema:materialExtent,schema:releasedEvent,schema:timeRequired,schema:inLanguage,schema:assesses,schema:temporal,schema:encodingFormat,schema:hasCourseInstance,schema:producer,schema:editEIDR,schema:character,schema:alternativeHeadline,schema:mentions,schema:syllabusSections,schema:publisher,schema:conditionsOfAccess,schema:educationalAlignment,schema:educationalUse,schema:interpretedAsClaim,schema:accessModeSufficient,schema:digitalSourceType,schema:version,schema:priceCurrency,schema:contentRating,schema:genre,schema:recordedAt,schema:url,schema:isBasedOn,schema:accessibilityAPI,schema:archivedAt,schema:publishingPrinciples,schema:interactionStatistic,schema:copyrightHolder,schema:thumbnailUrl,schema:hasPart,schema:reviews,schema:encodings,schema:typicalAgeRange,schema:image,schema:isFamilyFriendly,schema:description,schema:price,schema:isPartOf,schema:abstract,schema:keywords,schema:disambiguatingDescription,schema:workExample,schema:correction,schema:usageInfo,schema:expires,schema:displayLocation,schema:locationCreated,schema:accessibilityFeature,schema:provider,schema:accountablePerson,schema:sdDatePublished,schema:accessMode,schema:wordCount,schema:funding,schema:sameAs,schema:size,schema:exampleOfWork,schema:accessibilityHazard,schema:dateModified,schema:accessibilityControl,schema:interactivityType,schema:isAccessibleForFree,schema:potentialAction,schema:publisherImprint,schema:alternateName,schema:occupationalCredentialAwarded,schema:review,schema:editor,schema:aggregateRating,schema:offers_url,schema:spatialCoverage
,,,,,,,,,,,,,,,,,,,Fundamentos de la red 5G,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/199,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/17cad077-3b3a-4419-aeeb-5a51573ef81c.png,,"¡Bienvenido! 
 En esta capacitación obtendrás los principales conocimientos que te permitirán analizar el funcionamiento y aplicaciones de la red móvil de quinta generación, al distinguir sus características y componentes de su infraestructura. 
 Aprende y complementa tu área de desempeño siguiendo los estándares más importantes en el sector de telecomunicaciones. 
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de la Red Celular Telcel,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/208,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/71d1c0f9-c9b5-4fe9-8540-fb1b75246841.png,,"¡Bienvenido! 
 En este curso aprenderás los principios de funcionamiento de la red de telefonía celular Telcel, así como sus principales características, servicios y las nuevas tecnologías que se busca implementar.  
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Transformación Digital y Evolución Tecnológica,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/209,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/352b9fd9-2161-45da-9407-b86579d08bf5.png,,"¡Bienvenido! 
 En este curso aprenderás cómo la evolución tecnológica ha dado origen a la transformación digital y cuáles son las principales tecnologías que se involucran en dicho proceso; además, conocerás cuál es el rol de cada una de éstas en el internet de las cosas y su impacto en la sociedad. 
   
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Impacto de las nuevas tecnologías de telecomunicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/210,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f7ca6775-dbb3-487b-a795-aa6a4391798e.png,,"¡Bienvenido! 
   
 En este curso aprenderás las características y requerimientos de las tecnologías de; computo en la nube, análisis de datos masivos, administración del tráfico, redes virtualizadas, red 4.5G y el internet de las cosas, con la finalidad de disfrutar de los diferentes servicios digitales que comprende la transformación digital de tu organización. 
   
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cómputo básico,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/213,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/15f21d33-49b1-4a91-a506-29c438d5f3c5.png,,"Debido a su versatilidad para efectuar diferentes tareas, operar equipos de cómputo se ha convertido en una competencia básica para muchas áreas de trabajo, en especial las dedicadas al manejo de información.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de redes definidas por software (SDN),,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/214,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0f537e69-eb35-435f-9f85-7a348f56248f.png,,"¡Bienvenido! 
 En este curso aprenderás los elementos, características, casos de uso, retos y soluciones que la tecnología de la Redes Definidas por Software o SDN comprende, para mejorar la administración y automatización de las redes de los de centros de datos, móviles y otras. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/219,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cf0c01c0-3232-4cf3-b837-731549b35b7a.png,,"¡Bienvenido! 
 En este curso, serás capaz de manejar las instancias de acceso a la nube para cada usuario en diferentes ambientes. Además, de realizar una verificación de los accesos a cada instancia de la nube y comunicar la actividad de las mismas, monitoreando el sistema y configurando alarmas de accesos no autorizados, mediante correos electrónicos o mensajes SMS. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Control de versiones,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/222,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3f1a4f15-3ddf-419c-b9a9-04d87ac50617.png,,"En este curso aprenderás la organización y las herramientas para la implementación de un controlador de versiones en una cultura de desarrollo de software, para mejorar la administración de los trabajos de un equipo de desarrollo. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollo móvil en línea,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/223,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c832696d-a17e-4b52-b12a-651684c71bb3.png,,"¡Bienvenido! 
  En este curso obtendrás conocimientos y habilidades que te permitirán crear aplicaciones móviles utilizando una herramienta de desarrollo en línea, arrastrando y acomodando los componentes de sus interfaces. 
  ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de sitios web responsivos,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/224,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d6df3193-21f4-4197-95aa-9d85061f0b86.png,,"Crea sitios atractivos y adaptables a las necesidades de los usuarios, usando patrones, animaciones y frameworks modernos. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Preprocesadores de estilo,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/225,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3f5ab5b9-5e3f-4cb2-b901-12d978c339c0.png,,"¡Bienvenido! 
 Conoce las ventajas de implementar en tus proyectos web los preprocesadores de estilos.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de aplicaciones en la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/226,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/db6902eb-b3c1-46ff-8e33-a2dd22c84676.png,,"¡Bienvenido! 
 En esta capacitación obtendrás las herramientas básicas que te permitirán desarrollar aplicaciones para desplegarlas en la nube, empleando herramientas de vanguardia. 
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Integrador de soluciones BI,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/229,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fa9818a5-5065-4bad-bc2f-5c2695bc77de.png,,"¡Bienvenido! En este curso aprenderás a implementar diferentes soluciones BI de forma simultánea, a partir de la interpretación, análisis y balanceo de los indicadores clave de desempeño de una organización. De esta forma, podrás asegurar la integración de las estrategias para el cumplimiento de los objetivos. ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Analista de proyectos BI,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/230,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d8b83e7d-c342-4101-aa19-c72ab4800ea5.png,,"¡Bienvenido! 
 En este curso aprenderás la planeación, el diseño, casos de uso, metodologías y tecnologías que el análisis de proyectos de inteligencia de negocios comprende, para mejorar la administración y automatización de la toma de decisiones para mejorar el negocio de las empresas. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Analista técnico en TI,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/231,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/2ec89511-299f-48f2-8e94-37141eea4c97.png,,"Bienvenido,en esta capacitación adquirirás los conocimientos sobre las herramientas que te permitirán diseñar estrategias tecnológicas viables para optimizar los procesos de una empresa.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Introducción a la programación,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/246,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/aefc2830-d0aa-4cb4-bdc5-f1b7e03ac283.png,,"¡Bienvenido! 
 En esta capacitación podrás obtener los conocimientos básicos que te permitirán desarrollar programas en cualquier lenguaje.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de bases de datos no relacionales,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/247,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/2eb4af96-19c6-46f7-be9f-773dec02bce4.png,,"¡Bienvenido! 
 Explica la importancia y el contexto de las bases de datos no relacionales en el entorno de desarrollo de software.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en construcción y reparación de drones,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/248,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/983d675d-89aa-403c-b606-3a038852eb95.png,,"El uso de los drones en el desarrollo de diversas actividades profesionales va desde las increíbles tomas aéreas de nuestro planeta dentro de la industria cinematográfica, hasta la vigilancia, supervisión y reconocimiento en áreas fundamentales como la agricultura y en otras altamente especializadas como la construcción y las industrias extractivas entre las que destacan la minería y la petrolera. 
 El desarrollo y uso de los drones van en ascenso sostenido. Aprovecha esta maravillosa oportunidad de empleo.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Operador de impresoras 3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/249,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/20aa06ec-d2ac-48c8-9812-d29c3943c921.png,,El‌ ‌operador‌ ‌de‌ ‌impresoras‌ ‌3D‌ ‌es‌ ‌un‌ ‌profesional‌ ‌capaz‌ ‌de‌ ‌sacar‌ ‌el‌ ‌máximo‌ ‌provecho‌ ‌a‌ ‌este‌ ‌proceso‌ ‌de‌ ‌manufactura.‌ ‌,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de electrónica analógica,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/250,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/08fb7084-c22d-4349-b567-0f1476ffa65b.png,,"¡Bienvenido! 
 Descubre cómo funcionan los elementos que componen a las diversas aplicaciones electrónicas y construye circuitos para iniciarte en el indispensable mundo de la electrónica.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de Home Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/251,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cd63c5b4-c1dd-436d-86bd-f45873ced7e0.png,,"¡Bienvenido! 
 Realiza un diagnóstico de las necesidades de un hogar para automatizarlo. Determina las tecnologías que favorecen la comunicación, monitoreo y procesamiento de información entre los dispositivos que integran la red interna, los cuales serán manejados desde un control central para simplificar las tareas diarias. Aprende a desplegar la red seleccionada considerando los requerimientos técnicos de manera profesional para convertirte en un instalador de Home Networking. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en seguridad informática perimetral,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/252,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3af0cd13-5b3b-4c95-bb0a-60f03b8f3d67.png,,"¡Bienvenido! 
 En esta capacitación obtendrás los principales conocimientos y habilidades que te permitirán desempeñarte como técnico en seguridad informática perimetral, al configurar distintos servicios en los equipos que operan o instalarás en la red de la organización. 
 Aprende y complementa tu área de desempeño siguiendo los estándares más importantes en el sector de seguridad informática. 
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de seguridad informática,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/253,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e6179a35-66fd-4ef4-a27a-a8a373fdc089.png,,"¡Bienvenido! 
 En esta capacitación obtendrás los principales conocimientos y habilidades que te permitirán adquirir una visión general y amplia de la seguridad informática, al analizar su aplicación en los distintos activos que puede contar una empresa. 
 Aprende y complementa tu área de desempeño siguiendo los estándares más importantes en el sector de seguridad informática. 
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seguridad en dispositivos móviles y aplicativos (datos personales),,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/254,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f1186b97-d8e0-4dbf-bf89-b3db44f73f74.png,,"Descubre los riesgos cibernéticos que existen en el uso de dispositivos móviles. Aprende a proteger tus datos personales, configurando bien tus dispositivos móviles y tomando las medidas necesarias para no ser víctima de extorsión, robo o mal uso de tus datos.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de tecnologías 4K y OTT,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/255,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/14de21de-fe26-4eb3-b397-fc6613add47a.png,,"¡Bienvenido! 
 En este curso aprenderás sobre las etapas del procesamiento digital y el proceso que conlleva difundir contenidos vía Internet. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Gobernanza TI,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/256,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f8c09112-bc98-4d57-a75e-0eb7408229d5.png,,"En este curso aprenderás la planeación y tecnologías ayudan a la implementación de una cultura de gobernanza de TI, para mejorar la administración y la toma de decisiones en la gestión e infraestructura de los recursos tecnológicos. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Reparador de TV de plasma y LCD,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/257,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/33b0ecc3-c784-4276-bd82-01f71789ac11.png,,"¡Bienvenido! 
  En esta capacitación obtendrás las herramientas básicas que te permitirán reparar televisores LCD y de plasma, partiendo de su funcionamiento y haciendo uso de herramientas e instrumentos electrónicos, así como documentos del modelo y marca particulares del televisor. 
  ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prácticas de ofimática,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/258,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/166d8dc4-2aef-480e-b409-622a9e1efb82.png,,"Bienvenido! 
 En este curso, realizarás prácticas que te permitirán conocer y manipular, editores de texto, hojas de cálculo, hojas de presentación y de dibujo. Con la finalidad de que puedas aprovechar las herramientas tecnológicas para tu superación. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/268,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/9e880321-e9e7-4822-ac4a-a76c5761ef49.png,,"En esta capacitación obtendrás el conocimiento básico que te permitirá desarrollarte en machine learning, lo cual te facilitará especializarte en el sector de tu preferencia. 
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en instalación y reparación de equipo de cómputo,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/272,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/1e2b808f-7158-4850-90e2-6279af10c891.png,,"¡Bienvenido! 
 Aprende a dar mantenimiento correctivo y preventivo a sistemas de cómputo y software. Instala, configura y repara equipos, elimina virus, realiza respaldos de información, etc. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Programador en C#,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/277,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/4b03f651-346a-493f-8aff-eeccf96a9431.png,,"Bienvenido 
 C# es el lenguaje base de la plataforma .NET donde se crean aplicaciones de escritorio, web, móviles que se ejecutan en diferentes sistemas operativos. 
 Por ello, es importante contar con programadores que comprendan los fundamentos de este lenguaje para garantizar el desarrollo de software multiplataforma. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en seguridad host (escritorio),,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/292,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e9e9feb9-3270-466a-bfed-b725cd2f3797.png,,"¡Bienvenido! 
 En la actualidad, los host de escritorio son los dispositivos más comunes en las redes de datos, utilizados en todo el mundo para entretenimiento, educación y trabajo. Sin importar el propósito, mantenerlos seguros es una prioridad para proteger tanto la información como el rendimiento frente a posibles incidentes de seguridad. 
 En este curso, conocerás los principios y procedimientos clave para proteger hosts de escritorio con sistema operativo popular, exclusivo y de código abierto. 
     
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en informática (Ofimática),,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/293,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/09a6dfee-ca36-44a2-b88d-f5df2543c4ff.png,,"¡Bienvenido! 
 Saca provecho de tu equipo de cómputo utilizando las herramientas de software para crear documentos, colaborar con otros usuarios y navegar en internet de forma segura.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico instalador de telefonía e internet por cobre,,,,,,,,,,,,,,,,,,,,,,,,,,,Tecnología,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/294,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fbc83090-0e29-43d8-9bbb-d2dabc6db4fb.png,,"Telmex pone al alcance el curso, Telefonía e Internet por Cobre, para garantizar al Cliente una mejor experiencia en conexión, servicio y calidad apegándose a las normas y parámetros que la empresa recomienda. Telefonía e Internet por Cobre cuenta con 4 módulos con los siguientes temas 
 
 Módulo 1: Conceptos Básicos: Electricidad y transmisión de señales 
 Módulo 2: Proceso de Instalación 
 Módulo 3: Mediciones 
 Módulo 4: Mejorando la experiencia del Cliente 
 
 En cada uno de los módulos encontrarás materiales de apoyo como videos o infografías con los cuales podrás realizar los ejercicios y actividades que se solicitan cada módulo.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
