schema:award,schema:countryOfOrigin,schema:sourceOrganization,schema:coursePrerequisites,schema:citation,schema:courseCode,schema:copyrightNotice,schema:discussionUrl,schema:license,schema:associatedMedia,schema:additionalType,schema:availableLanguage,schema:mainEntityOfPage,schema:accessibilitySummary,schema:educationalCredentialAwarded,schema:awards,schema:fileFormat,schema:totalHistoricalEnrollment,schema:acquireLicensePage,schema:name,schema:contentReferenceTime,schema:text,schema:financialAidEligible,dcterms:identifier,schema:position,schema:creator,schema:creditText,schema:teaches,schema:schemaVersion,schema:maintainer,schema:encoding,schema:isBasedOnUrl,schema:owner,schema:pattern,schema:video,schema:audio,schema:dateCreated,schema:publication,schema:translator,schema:learningResourceType,schema:sdPublisher,schema:offers,schema:material,schema:funder,schema:thumbnail,schema:contentLocation,schema:about,schema:contributor,schema:workTranslation,schema:comment,schema:headline,schema:spatial,schema:sdLicense,schema:copyrightYear,schema:numberOfCredits,schema:educationalLevel,schema:creativeWorkStatus,schema:sponsor,schema:author,schema:translationOfWork,schema:commentCount,schema:audience,schema:datePublished,schema:temporalCoverage,schema:mainEntity,schema:subjectOf,schema:materialExtent,schema:releasedEvent,schema:timeRequired,schema:inLanguage,schema:assesses,schema:temporal,schema:encodingFormat,schema:hasCourseInstance,schema:producer,schema:editEIDR,schema:character,schema:alternativeHeadline,schema:mentions,schema:syllabusSections,schema:publisher,schema:conditionsOfAccess,schema:educationalAlignment,schema:educationalUse,schema:interpretedAsClaim,schema:accessModeSufficient,schema:digitalSourceType,schema:version,schema:priceCurrency,schema:contentRating,schema:genre,schema:recordedAt,schema:url,schema:isBasedOn,schema:accessibilityAPI,schema:archivedAt,schema:publishingPrinciples,schema:interactionStatistic,schema:copyrightHolder,schema:thumbnailUrl,schema:hasPart,schema:reviews,schema:encodings,schema:typicalAgeRange,schema:image,schema:isFamilyFriendly,schema:description,schema:price,schema:isPartOf,schema:abstract,schema:keywords,schema:disambiguatingDescription,schema:workExample,schema:correction,schema:usageInfo,schema:expires,schema:displayLocation,schema:locationCreated,schema:accessibilityFeature,schema:provider,schema:accountablePerson,schema:sdDatePublished,schema:accessMode,schema:wordCount,schema:funding,schema:sameAs,schema:size,schema:exampleOfWork,schema:accessibilityHazard,schema:dateModified,schema:accessibilityControl,schema:interactivityType,schema:isAccessibleForFree,schema:potentialAction,schema:publisherImprint,schema:alternateName,schema:occupationalCredentialAwarded,schema:review,schema:editor,schema:aggregateRating,schema:offers_url,schema:spatialCoverage
,,,,,,,,,,,,,,,,,,,Plan de producción,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/163,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/8ad42b9e-ff92-4d22-95e2-9d08326e8637.png,,"¡Bienvenido! 
 Al concluir este curso serás capaz de diseñar un plan de producción a partir de la comprensión de las relaciones interfuncionales que existen entre los elementos materiales y humanos tanto externos como internos que influyen en el comportamiento de una empresa para dirigirla con paso firme y sostenido hacia el éxito.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Bienestar ocupacional,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/164,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a63dcb6b-69ef-4bf1-9878-f94a0f7dba0a.png,,Conoce las medidas preventivas para cuidar tu salud en tu entorno de trabajo para promover el bienestar integral.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Relaciones profesionales,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/165,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/efa62a07-dd8a-4929-9068-bb771272624e.png,,"Bienvenido a relaciones profesionales.  
 Este complemento te mostrará las pautas que debes seguir para mantener un ambiente saludable de trabajo con tus compañeros y mejorar la comunicación para alcanzar una meta en común.  
 ¡Éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Relaciones comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/166,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3fa976a2-f39c-41e6-95e9-f7c09feea95a.png,,"¡Bienvenidos al curso de Relaciones Comerciales! 
 El usuario aprenderá los pasos y procesos para lograr que su empresa tenga relaciones comerciales exitosas.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Contabilidad empresarial,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/167,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d844524f-2eda-407e-8558-b53d9b975da0.png,,"¡Bienvenido! 
 Este complemento es una guía que te permitirá identificar los pasos a seguir para implementar un Sistema de Información Contable que se adecúe a las necesidades de información de tu empresa. 
 De esta manera, serás capaz de obtener información precisa sobre la composición de su patrimonio así como de sus operaciones, lo cual facilitará la toma de decisiones de la dirección.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Formalización de tu negocio,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/168,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f3814e39-74fd-4585-8466-9ce496222248.png,,"¡Bienvenido! En esta capacitación aprenderás a utilizar diferentes herramientas que te ofrece el Servicio de Administración Tributaria (SAT) en su portal de internet para que puedas operar tu negocio de manera formal. Obtendrás herramientas que te permitan llevar los registros contables, inscribirte a las instituciones con las que tendrás relación en tu andar empresarial, diferenciar los tipos de impuestos que hay y distinguir los que te corresponde declarar como contribuidor. 
 Con todos estos conocimientos favoreces la consolidación y el sano desarrollo de tu negocio. ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Comercialización y distribución,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/169,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e35e9e3c-b074-40cb-97e3-cfb75cf2ec7e.png,,"¡Bienvenido! 
 En este curso aprenderás a comercializar y distribuir tus productos de manera eficiente sin importar la ubicación de tus clientes. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Comercio digital,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/170,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/4dfd2354-91c9-4975-854c-293f0fd722b9.png,,Aprovecha las herramientas digitales en internet para expandir las fronteras de tu negocio a través del comercio digital.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Plan de exportación,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/171,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/62a1ebbc-a1cb-4e83-98ba-110f3753f373.png,,"Bienvenido,  
 En esta capacitación obtendrás las herramientas que te permitirán planificar la exportación de tu empresa, para poder extender tu mercado, cumpliendo con las normas y regulaciones de calidad. También, te familiarizarás con los términos internacionales de comercio, seleccionarás el mercado más conveniente para tu producto, los tipos de transporte, contratos y definirás el precio de ti producto a exportación. 
 ¡Te deseamos éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cómo integrar el perfil de un cliente,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/180,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/66d7a34c-bf7a-4400-8e41-c26756e16e26.png,,"¡Bienvenido! En esta capacitación identificarás las  herramientas y técnicas que te permitirán determinar las necesidades de tus clientes para ofrecerles el producto o servicio adecuado, además de establecer el tipo de investigación que debes desarrollar de acuerdo a tu mercado objetivo. ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mejora de procesos,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100037,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/62e82a74-52b7-4d10-be0a-69f305ceb942.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Crea la propuesta de valor para tu negocio,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100160,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c7761788-7824-45b2-81d8-b2ab4f4989d3.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Estrategia de precios,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100309,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/97631114-d14f-4727-88d8-145ad0e2fdee.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Plan de negocios,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoempléate,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100327,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/720a77be-ba7a-4e2b-b819-4f1e62373221.png,,"¡Bienvenido! 
 En este curso encontrarás las herramientas necesarias para estructurar un plan de negocios al identificar las características únicas de tu proyecto, comprender las necesidades reales de tus clientes y diseñar estrategias efectivas de mercadotecnia para aumentar tus ventas. Te deseamos mucho éxito.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Guía para entrevistas de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/67,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/8fb4ef1a-5d72-4af0-8ac7-f3aa9b0d8d93.png,,"Da clic sobre la imagen para descargar el documento. 
 Si no puedes ver la imagen da clic en este enlace   ""Guía para entrevistas de trabajo""",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mejora de procesos,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/101,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/62e82a74-52b7-4d10-be0a-69f305ceb942.png,,"Realizar mejoras facilita el desempeño de tus actividades. Capacítate para implementarlas en los procesos, optimizando los recursos con los que cuentas. ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Liderazgo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/151,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/26f9eabb-8830-48bd-a929-1ab05c765c66.png,,"Esta capacitación te brinda una visión integral de los elementos que constituyen el liderazgo a nivel organizacional.  
 Conocerás los diferentes tipos de liderazgo que existen y las pautas de trabajo en equipo para alcanzar una cultura de excelencia y una visión estratégica.  
 ¡Mucho éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mejora tu ortografía y redacción,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/211,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a5949d43-b949-4442-9ef3-e4b84550d873.png,,"¡Bienvenido! 
 En esta capacitación conocerás las reglas básicas de ortografía y puntuación para que mejores tu comunicación escrita. Además, podrás identificar los elementos indispensables que forman una oración, para que logres desarrollar ideas claras y organizadas, de manera que puedas redactar cualquier tipo de texto.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Disciplina en el trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/212,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ef92fd7a-2721-40bd-b01e-29bc19487247.png,,¡Bienvenido/a al curso Disciplina en el trabajo!,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Investigación empresarial,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/216,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0d6ede6d-7651-4e7f-81b5-50a394e10fe7.png,,"¡Bienvenido! 
 En esta capacitación identificarás los perfiles de contratación que se requieren en el mundo empresarial, así como las herramientas para realizar una investigación interna y externa de la empresa en la que estas interesado con información confiable, para aumentar las posibilidades de ser contratado. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Razones por las que te elige o descarta una empresa,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/227,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a286ec10-2844-4dfc-adf2-610c4df0b2df.png,,"¡Bienvenido! Con este elemento, ampliarás tu formación profesional para enfrentar los procesos de selección de las empresas cuando éstas ofertan una vacante. Adquirirás las habilidades que te ayudarán a diferenciarte de los demás candidatos y ganarte un empleo. 
 ¡Éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Estructura de un CV,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/228,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c52aa113-dca2-43e0-a2b0-b20e4846b8ad.png,,"Organiza la información de tu perfil profesional para que, según su tipo, sepas cómo crear adecuadamente la estructura de un CV.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Protocolos de atención y servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/234,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/b452984a-d651-49ae-a230-1cd3bf72af83.png,,"¡Bienvenido! 
 Con este curso aplicarás los principios que rigen las relaciones cotidianas de colaboración e interacción en un ambiente de trabajo. Su fundamento es el respeto y su alcance es tanto vertical con cualquier jerarquía, como horizontal con cualquier compañero de trabajo y hacia afuera con clientes y proveedores o con cualquier otro para el cumplimiento de metas de la Organización.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cómo dar indicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/262,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/13c52e17-9364-4ecf-979d-a17a435093b3.png,,"¡Bienvenido! 
 En esta capacitación conocerás las habilidades de comunicación necesarias para dar instrucciones claras y precisas, con el objetivo de dar la información necesaria para lograr las metas de una organización.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Trabajo en equipo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/263,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/4d15f4b6-f3f9-4183-aa67-e9e68250ecb5.png,,"¡Bienvenido! En esta capacitación conocerás el concepto del trabajo en equipo, lo distinguirás de los grupos y aprenderás todas las etapas que debes cumplir para constituir uno donde cada miembro desempeñe su rol, trabajando bajo el liderazgo para cumplir los objetivos que los hacen ser un equipo. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Manejo de juntas de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/273,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/142f50ec-1876-4777-83b4-a02125eece9f.png,,"Las juntas son una práctica común dentro de las empresas y proyectos, sin embargo, realizarlas mal se traduce en pérdidas económicas para la organización y de tiempo para los asistentes. Evita que las juntas se conviertan en una mala experiencia. 
 ¡Dale clic a este curso y aprende a eficientar tus reuniones!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Informes ejecutivos,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/283,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/053b7bd8-238c-48ef-b646-586c87eafb93.png,,¡Bienvenido!,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Habilidades de presentación,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/284,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/49f71418-4481-4dd1-81c3-89ba4a47325b.png,,"¡Bienvenido! En esta capacitación aprenderás todas las habilidades que necesitas para estructurar y dar una presentación a un grupo de trabajo, tu jefe o un público en general, donde tendrás la capacidad de controlar la información y el protocolo de presentación en el tiempo indicado para lograr que todos presten atención a tu discurso y comprendan la información que planteas brindar. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prácticas de mecanografía,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/285,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/edaa5c63-bcc9-4c69-a576-d8f7a0e34f8e.png,,"¡Bienvenido! 
 Si buscas aumentar la velocidad en la que redactas un texto y disminuir la cantidad de errores al hacerlo, este curso es para ti. Aquí encontrarás los ejercicios que te permitirán conocer la posición correcta de cada dedo. Así con dedicación y práctica podrás ser cada vez más rápido y efectivo al escribir.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prácticas de cortesía,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/297,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cd8e9174-a97d-4259-aca0-c5ec4c0ab792.png,,"¡Bienvenido! 
 En este complemento aprenderás las principales pautas que representa aplicar un protocolo de cortesía para conducirte en la sociedad y todas sus esferas, contribuyendo a generar un ambiente de convivencia sana donde todos sean tratados con respeto y dignidad. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prácticas de cortesía,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/305,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fe095972-6a61-4388-9e39-2ff3c1acc5e0.png,,"Gracias por elegir este tema, su propósito es contribuir a favorecer la calidad de las relaciones interpersonales.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Retroalimentación en el trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/308,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/16769781-2dc1-4d98-8f0f-37c79969e03d.png,,https://capacitateparaelempleo.org/assets/bhp5nf7.pdf,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Habilidades de negociación,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/395,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a3d075ca-8bc1-4dac-85da-9fedc323dad1.png,,"¡Bienvenido! 
 En esta capacitación se explican los elementos indispensables para desarrollar habilidades de negociación y a prepararte para que puedas aumentar la posibilidad de éxito en tus objetivos al momento de hacer acuerdos.  
 ¡Te deseamos mucho éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Responsabilidad social,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100059,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/138d01b1-3cb0-4668-a93c-c29395006512.png,,"Identifica cómo los aspectos social, económico, tecnológico y ambiental contribuyen a la aspiración de la responsabilidad social.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mérito,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100061,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/dacc3943-6f4d-4738-9d7e-8c4bdb531058.png,,Distingue que hacer lo correcto es un deber y no se hace para obtener reconocimiento.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Decisiones complejas,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100062,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a51f0203-cdb6-45e9-a673-59796adafa59.png,,Distingue las características de las decisiones complejas y qué criterios debe asegurar cualquier decisión.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Solidaridad,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100063,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a0663881-129d-4252-8076-0c12125e0636.png,,Sensibilizar al usuario sobre el efecto positivo que tiene este valor en su entorno.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Actitud de servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,Profesionalización,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100064,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e466669d-d3b8-48df-b65f-5a3f07c7821a.png,,Entender las necesidades de los demás y ayudar a alcanzarlas sin poner obstáculos ni dañar a otros en el proceso.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
